9035,8103,7140,6461,5689,4872,4293,3657,3414,2663,2248,1842,1442,1503,1974,2640,3154,4129,5404,6644,6906,5570,4153,3499,2698,2161,1507,746,0,764,1348,1858,2317,3319,3866,4627,5188,5963,6800,7829,8769,9636,10654,7204,5937,4840,3676,2117,1134,941,2242,2841,3622,4812,5890,6711,7709,8828,9733,10741,11707,12942,5253,4638,4039,3789,4165,4726,5294,6238,7309,6815,5673,4652,3663,4254,5319,6251,7117,6964,7125,8744,7619,6667,6090,5620,5643,5811,6050,7162,5800,5065,3993,3905,4257,4953,6266,6934,7858,9390,1720,1570,2280,3076,4679,6265,7146,8236,8821,9552,10882,11096,11739,12875,14048,8321,7443,6350,5492,3709,3999,4503,9671,10918,12520,13822,16153,17666,18870,20660,22571,17025,16386,15637,15038,13646,12685,12188,11091,10069,9158,7972,6305,5314,3183,2402,812,22516,21141,20254,19214,18012,17493,15919,15036,14396,13417,12336,9635,8664,7636,7706,7747,
8271,7347,6382,5702,4927,4108,3528,2894,2673,1961,1600,1268,1166,1534,2297,3079,3651,4574,5784,7090,7666,6325,4883,4220,3424,2899,2263,1505,764,0,584,1093,1553,2757,3380,4214,4815,5630,6500,7558,8521,9409,10428,7023,5761,4698,3590,1999,821,470,2055,2735,3542,4722,5798,6634,7679,8831,9757,10786,11709,12905,4642,3986,3308,3054,3513,4170,4799,5805,6933,6970,5770,4659,3354,3748,4662,5574,6396,6210,6360,9318,8212,7219,6545,5964,5894,5769,5771,7769,6432,5749,4756,4620,4902,5460,6547,7180,8066,9546,1136,885,1833,2723,4101,5640,6563,7679,8276,9045,10393,10532,11151,12264,13420,7573,6703,5632,4809,3389,4180,4836,8919,10167,11772,13075,15410,16926,18130,19912,21824,16569,15916,15150,14538,13108,12115,11601,10460,9401,8483,7275,5571,4565,2483,1738,1117,21898,20527,19657,18635,17459,16951,15384,14534,13929,12976,11899,9234,8491,7538,7741,7860,
7687,6765,5799,5118,4343,3524,2948,2310,2106,1442,1166,974,1224,1756,2636,3460,4059,4935,6087,7432,8250,6908,5456,4791,3997,3478,2847,2089,1348,584,0,517,969,2368,3048,3929,4555,5393,6282,7357,8331,9233,10248,6982,5736,4715,3675,2142,1032,678,2055,2752,3548,4692,5751,6592,7663,8835,9773,10814,11700,12864,4179,3492,2746,2524,3079,3830,4511,5563,6731,7182,5951,4790,3264,3466,4211,5098,5871,5646,5778,9800,8706,7690,6960,6311,6181,5848,5661,8272,6953,6299,5335,5161,5395,5855,6773,7377,8229,9661,939,494,1613,2533,3674,5162,6114,7248,7853,8649,10008,10089,10688,11784,12925,6995,6131,5076,4284,3203,4365,5117,8338,9588,11194,12497,14834,16352,17555,19334,21246,16273,15609,14831,14206,12746,11727,11198,10018,8926,8002,6775,5032,4008,2008,1343,1598,21408,20040,19181,18174,17018,16519,14958,14133,13556,12624,11552,8923,8360,7472,7776,7953,
7182,6278,5308,4625,3844,3020,2434,1810,1672,1144,1053,1083,1569,2153,3072,3909,4518,5365,6477,7843,8748,7404,5931,5263,4475,3966,3348,2593,1858,1093,517,0,474,2218,2942,3855,4498,5351,6251,7335,8317,9228,10237,6864,5640,4668,3705,2274,1327,1157,2297,2981,3748,4846,5880,6718,7808,8990,9935,10984,11838,12972,3895,3173,2319,2025,2654,3479,4197,5279,6476,7288,6037,4842,3149,3171,3764,4630,5369,5129,5267,10159,9081,8043,7258,6546,6361,5844,5492,8658,7359,6742,5849,5675,5891,6301,7108,7688,8513,9905,928,674,1701,2594,3441,4848,5834,6985,7597,8422,9790,9804,10379,11452,12575,6521,5670,4649,3910,3245,4686,5497,7856,9108,10716,12022,14362,15884,17086,18856,20768,15924,15251,14464,13831,12349,11312,10773,9566,8452,7526,6286,4525,3493,1563,1022,2014,21058,19695,18851,17861,16728,16240,14687,13891,13344,12436,11372,8785,8400,7573,7961,8185,
6717,5804,4835,4153,3375,2554,1986,1341,1215,840,965,1192,1819,2428,3370,4216,4834,5639,6698,8084,9217,7874,6406,5738,4949,4438,3815,3058,2317,1553,969,474,0,1983,2724,3649,4299,5157,6060,7147,8132,9048,10050,6989,5793,4869,3977,2636,1779,1547,2420,3068,3793,4833,5836,6666,7767,8957,9906,10960,11781,12887,3517,2776,1860,1701,2471,3386,4140,5248,6468,7592,6331,5119,3313,3153,3527,4346,5012,4710,4810,10605,9534,8488,7678,6935,6717,6072,5579,9115,7824,7215,6302,6087,6261,6592,7265,7816,8609,9956,1284,941,1717,2536,3108,4446,5450,6609,7225,8070,9441,9411,9970,11029,12141,6046,5196,4185,3473,3152,4840,5711,7381,8633,10242,11547,13888,15409,16611,18381,20294,15789,15107,14309,13667,12157,11096,10543,9297,8148,7219,5958,4151,3094,1384,1104,2486,20623,19263,18426,17447,16327,15847,14299,13523,12997,12106,11048,8498,8263,7494,7959,8228,
6612,5475,4623,4036,3453,2906,2740,2113,1475,1147,1204,1494,1970,2365,3137,3881,4477,4991,5741,7164,9906,8631,7372,6746,5950,5396,4707,3996,3319,2757,2368,2218,1983,0,741,1667,2318,3176,4079,5166,6151,7069,8067,8963,7775,6849,5921,4474,3400,2391,1708,1969,2386,3152,4043,4844,5955,7147,8097,9155,9917,10978,1953,1456,1613,3172,4168,5184,5971,7095,8333,9504,8255,7060,5297,5050,5024,5651,5962,5289,4962,12054,10936,9965,9300,8679,8544,8045,7535,10481,9119,8356,6826,6240,6109,5974,6024,6458,7130,8329,3145,1900,1105,1026,1359,2970,3827,4926,5520,6291,7645,7783,8420,9558,10740,5555,4620,3394,2384,1379,3731,4778,6926,8114,9660,10932,13209,14686,15894,17738,19634,17366,16663,15840,15173,13595,12469,11875,10506,9235,8315,7004,5076,3986,3199,3087,3875,19200,17824,16935,15897,14707,14196,12627,11779,11189,10255,9184,6571,6309,5614,6226,6602,
6766,5574,4800,4277,3797,3376,3320,2754,2129,1889,1904,2115,2445,2704,3322,3967,4521,4892,5484,6895,10213,8974,7799,7195,6411,5856,5167,4495,3866,3380,3048,2942,2724,741,0,926,1576,2434,3338,4425,5410,6327,7326,9704,8516,7587,6647,5177,4074,2974,1922,1914,2070,2602,3403,4179,5288,6476,7424,8481,9217,10259,1665,1473,2103,3858,4872,5899,6689,7814,9054,10215,8971,7783,6037,5781,5681,6256,6470,5705,5253,12607,11476,10534,9919,9337,9229,8779,8274,11012,9634,8828,7117,6414,6173,5857,5631,6003,6612,7736,3864,2563,1585,991,1015,2637,3356,4392,4965,5686,7022,7250,7922,9091,10300,5588,4652,3404,2348,918,3478,4561,6939,8080,9583,10829,13066,14518,15723,17591,19475,17999,17290,16461,15788,14192,13050,12446,11046,9746,8835,7523,5596,4531,3928,3828,4488,18726,17345,16435,15373,14153,13629,12054,11172,10551,9595,8520,5874,5575,4916,5596,6021,
7062,5827,5161,4724,4366,4076,4117,3609,3003,2815,2808,2971,3185,3318,3752,4259,4743,4928,5295,6662,10659,9468,8395,7821,7056,6505,5825,5201,4627,4214,3929,3855,3649,1667,926,0,650,1508,2412,3499,4483,5401,6400,10630,9442,8510,7558,6068,4943,3782,2493,2224,2021,2090,2680,3394,4488,5664,6605,7658,8353,9368,1734,1942,2869,4738,5764,6799,7592,8717,9958,11109,9872,8691,6962,6698,6525,7047,7161,6308,5731,13324,12182,11274,10714,10177,10096,9698,9198,11708,10317,9468,7569,6743,6378,5844,5250,5526,6032,7036,4771,3437,2382,1562,1245,2482,2928,3822,4349,4980,6279,6639,7356,8561,9800,5763,4852,3633,2615,1034,3372,4455,7063,8132,9564,10770,12942,14356,15555,17447,19313,18799,18085,17249,16569,14955,13796,13181,11749,10421,9525,8218,6306,5277,4843,4753,5302,18158,16773,15836,14744,13485,12943,11363,10436,9773,8789,7709,5022,4664,4067,4855,5352,
7343,6095,5505,5124,4840,4621,4710,4231,3635,3465,3449,3589,3749,3819,4144,4557,4986,5043,5244,6559,10997,9843,8840,8286,7536,6991,6320,5728,5188,4815,4555,4498,4299,2318,1576,650,0,858,1761,2848,3833,4751,5750,11280,10092,9157,8198,6697,5561,4373,2995,2613,2219,1913,2252,2886,3953,5110,6042,7089,7751,8742,2059,2440,3459,5368,6398,7437,8231,9356,10597,11737,10504,9329,7612,7344,7135,7626,7682,6783,6137,13835,12688,11803,11279,10770,10707,10343,9848,12208,10811,9937,7926,7027,6584,5910,5055,5252,5670,6569,5411,4062,2983,2113,1722,2586,2788,3525,3999,4542,5798,6267,7016,8241,9498,5979,5100,3929,2975,1494,3437,4482,7231,8242,9617,10787,12907,14290,15481,17387,19237,19374,18656,17816,17132,15508,14338,13718,12268,10925,10039,8739,6843,5838,5490,5403,5888,17787,16401,15445,14330,13044,12489,10907,9947,9250,8244,7162,4446,4025,3487,4369,4923,
7769,6517,6024,5713,5512,5370,5507,5059,4474,4323,4300,4423,4535,4545,4758,5063,5423,5329,5316,6537,11498,10391,9473,8944,8214,7678,7021,6465,5963,5630,5393,5351,5157,3176,2434,1508,858,0,903,1990,2975,3893,4892,12138,10950,10013,9047,7536,6390,5179,3736,3266,2717,2020,1907,2338,3321,4429,5339,6370,6975,7928,2665,3176,4260,6202,7237,8280,9075,10198,11440,12573,11345,10175,8469,8197,7944,8400,8390,7441,6721,14535,13383,12527,12044,11568,11524,11196,10704,12897,11496,10593,8462,7485,6955,6117,4935,5013,5292,6018,6260,4899,3804,2909,2469,2932,2816,3277,3651,4039,5207,5836,6623,7868,9141,6344,5516,4426,3567,2255,3713,4673,7520,8447,9737,10855,12895,14232,15410,17330,19155,20132,19410,18565,17877,16241,15060,14432,12962,11603,10731,9442,7570,6597,6342,6261,6685,17310,15924,14943,13800,12478,11907,10327,9321,8577,7542,6461,3716,3193,2781,3815,4453,
8291,7049,6648,6399,6270,6190,6364,5940,5364,5227,5199,5309,5386,5352,5476,5688,5982,5754,5535,6635,12068,11011,10175,9671,8962,8435,7792,7270,6800,6500,6282,6251,6060,4079,3338,2412,1761,903,0,1087,2071,2989,3989,13041,11854,10915,9943,8423,7271,6043,4560,4037,3400,2472,1929,2011,2790,3791,4654,5656,6183,7082,3423,4004,5123,7087,8125,9170,9965,11088,12330,13456,12232,11068,9372,9095,8807,9231,9163,8174,7395,15290,14134,13305,12863,12417,12391,12095,11606,13643,12241,11314,9081,8039,7432,6452,4968,4913,5023,5522,7156,5788,4683,3777,3314,3494,3112,3249,3480,3655,4676,5493,6311,7561,8839,6824,6055,5054,4290,3112,4178,5027,7914,8749,9942,10999,12944,14228,15386,17316,19110,20939,20213,19364,18672,17025,15834,15201,13713,12341,11485,10209,8363,7419,7241,7164,7539,16841,15457,14451,13279,11920,11332,9760,8704,7907,6841,5770,3021,2337,2160,3372,4096,
8993,7774,7469,7283,7221,7200,7407,7006,6438,6314,6282,6382,6431,6360,6406,6532,6760,6405,5979,6916,12810,11810,11063,10586,9899,9384,8758,8268,7829,7558,7357,7335,7147,5166,4425,3499,2848,1990,1087,0,984,1903,2902,14128,12941,12000,11023,9496,8338,7098,5587,5026,4334,3278,2452,2128,2465,3205,3956,4887,5282,6089,4405,5032,6175,8155,9196,10243,11039,12160,13402,14523,13304,12146,10459,10177,9852,10244,10118,9093,8258,16221,15064,14266,13864,13450,13442,13178,12691,14569,13167,12218,9888,8787,8110,6997,5226,5018,4913,5085,8237,6863,5752,4840,4360,4321,3731,3528,3572,3451,4201,5251,6085,7316,8582,7499,6801,5901,5230,4170,4908,5625,8485,9211,10282,11258,13078,14290,15420,17353,19104,21916,21187,20333,19637,17979,16779,16140,14635,13252,12414,11154,9340,8428,8324,8251,8582,16317,14942,13907,12703,11301,10693,9143,8028,7163,6063,5021,2371,1396,1779,3123,3917,
9702,8508,8275,8135,8119,8137,8365,7979,7417,7299,7264,7356,7384,7288,7279,7343,7521,7076,6501,7288,13512,12562,11887,11433,10766,10261,9648,9184,8769,8521,8331,8317,8132,6151,5410,4483,3833,2975,2071,984,0,920,1919,15112,13925,12983,12000,10468,9306,8058,6529,5947,5225,4114,3173,2635,2548,2917,3484,4296,4525,5214,5335,5986,7140,9130,10171,11219,12015,13136,14377,15489,14275,13121,11443,11159,10810,11179,11011,9962,9091,17074,15915,15143,14776,14388,14395,14159,13675,15417,14018,13052,10652,9511,8783,7579,5619,5292,5003,4852,9216,7837,6723,5807,5325,5162,4459,4038,3937,3571,4000,5237,6061,7245,8479,8199,7559,6736,6130,5137,5659,6269,9097,9729,10692,11591,13291,14433,15533,17461,19168,22817,22084,21228,20529,18864,17656,17013,15497,14107,13284,12038,10251,9362,9306,9236,9531,15907,14545,13486,12255,10819,10195,8679,7514,6586,5464,4479,2135,881,1947,3199,3993,
10444,9274,9092,8982,8996,9037,9277,8897,8337,8216,8175,8258,8265,8146,8090,8101,8236,7720,7025,7675,14153,13250,12643,12210,11562,11067,10468,10029,9636,9409,9233,9228,9048,7069,6327,5401,4751,3893,2989,1903,920,0,1019,16031,14842,13895,12905,11366,10200,8944,7402,6802,6060,4917,3917,3267,2881,2867,3191,3828,3858,4402,6234,6896,8055,10048,11089,12138,12934,14054,15296,16380,15171,14023,12358,12079,11720,12077,11882,10818,9923,17849,16691,15944,15611,15248,15271,15067,14595,16191,14795,13815,11357,10185,9416,8144,6053,5633,5191,4742,10124,8740,7623,6704,6240,6013,5250,4699,4502,3969,4093,5454,6247,7365,8553,8942,8346,7577,7012,6033,6381,6899,9770,10327,11195,12027,13615,14690,15759,17677,19340,23688,22953,22095,21394,19724,18512,17866,16342,14948,14137,12902,11133,10259,10226,10152,10406,15635,14290,13211,11959,10495,9859,8392,7187,6203,5078,4189,2367,1147,2425,3465,4212,
11115,9981,9869,9805,9867,9951,10217,9861,9312,9215,9184,9273,9285,9163,9094,9084,9197,8641,7875,8419,15059,14187,13620,13198,12559,12068,11474,11043,10654,10428,10248,10237,10050,8067,7326,6400,5750,4892,3989,2902,1919,1019,0,17026,15843,14903,13919,12383,11218,9963,8421,7819,7073,5923,4907,4218,3687,3390,3440,3814,3540,3781,7153,7837,9008,11013,12056,13106,13902,15019,16260,17398,16188,15039,13362,13061,12656,12981,12735,11649,10721,18833,17676,16942,16621,16266,16291,16078,15584,17175,15782,14795,12307,11118,10326,9013,6848,6365,5810,5101,11136,9755,8639,7721,7198,6856,6021,5332,5038,4353,4147,5584,6321,7344,8461,9619,9085,8396,7897,7050,7350,7816,10354,10815,11566,12312,13761,14755,15784,17684,19292,24532,23795,22933,22230,20552,19333,18683,17148,15749,14958,13743,12010,11166,11211,11154,11426,15121,13799,12704,11436,9953,9308,7907,6675,5648,4546,3804,2726,2079,3330,4200,4883,
10101,10025,9252,8766,8178,7641,7134,7279,7758,7816,7902,7916,8156,8550,9178,9804,10240,11247,12564,13708,10762,9648,8166,7749,7509,7493,7518,7322,7204,7023,6982,6864,6989,8963,9704,10630,11280,12138,13041,14128,15112,16031,17026,0,1267,2368,3548,5090,6214,7474,9027,9723,10526,11674,12728,13568,14645,15817,16753,17792,18682,19834,10120,9362,8173,6165,5162,4159,3448,2604,1952,3084,2708,2843,3721,4029,5084,5468,6603,7550,8537,8517,8044,7010,5742,4622,3864,1775,1488,7963,7574,7916,9398,10142,10875,11950,13469,14139,15056,16562,6043,7444,8554,9457,9905,10811,11869,13017,13628,14564,15919,15534,15894,16710,17584,10496,10100,9783,9660,10108,11177,11697,11349,12437,13883,15072,17303,18807,19893,21315,23159,10618,10099,9509,9068,8156,7670,7475,7254,7156,6691,6474,6598,6722,5837,5891,6431,25769,24494,23832,23046,22154,21771,20321,19754,19407,18646,17640,15285,15251,14435,14750,14884,
9509,9295,8461,7924,7279,6671,6118,6189,6629,6627,6686,6679,6899,7286,7911,8542,8984,9989,11303,12458,9834,8658,7121,6657,6355,6301,6288,6066,5937,5761,5736,5640,5793,7775,8516,9442,10092,10950,11854,12941,13925,14842,15843,1267,0,1108,2290,3822,4950,6215,7774,8469,9273,10428,11487,12327,13399,14567,15502,16537,17436,18597,9026,8261,7083,5113,4163,3243,2659,2188,2215,2940,2072,1733,2491,2987,4306,4872,6082,6902,7815,8133,7510,6412,5142,3980,3248,1034,833,7357,6780,6993,8263,8950,9658,10704,12202,12871,13788,15297,4799,6204,7320,8229,8771,9765,10825,11985,12601,13523,14887,14575,14977,15846,16771,9746,9267,8837,8625,8885,9910,10432,10702,11845,13348,14578,16858,18381,19498,20996,22865,11663,11109,10471,9983,8926,8299,8016,7555,7219,6615,6152,5920,5867,4712,4689,5166,25054,23757,23057,22229,21287,20881,19406,18792,18403,17609,16587,14175,14039,13201,13494,13620,
9278,8923,8035,7448,6746,6062,5461,5426,5803,5709,5720,5675,5850,6212,6815,7436,7875,8881,10196,11349,8963,7740,6164,5661,5307,5223,5187,4957,4840,4698,4715,4668,4869,6849,7587,8510,9157,10013,10915,12000,12983,13895,14903,2368,1108,0,1181,2732,3881,5158,6732,7423,8230,9396,10462,11302,12364,13524,14454,15485,16398,17577,8226,7459,6309,4430,3591,2858,2520,2540,3025,3079,1891,926,1574,2433,4019,4757,5994,6659,7475,7775,7026,5893,4661,3520,2882,1236,1513,6809,6065,6152,7225,7868,8561,9596,11102,11775,12697,14215,3790,5195,6318,7235,7921,9025,10080,11248,11868,12769,14141,13914,14360,15283,16260,9347,8782,8227,7906,7898,8824,9329,10401,11589,13137,14398,16713,18248,19390,20952,22840,12688,12115,11452,10939,9800,9089,8752,8129,7618,6916,6254,5674,5419,3926,3771,4063,24624,23308,22571,21701,20707,20279,18779,18114,17679,16849,15811,13335,13061,12187,12440,12547,
9157,8650,7714,7081,6328,5570,4925,4750,5030,4807,4750,4649,4754,5080,5649,6257,6693,7699,9016,10168,8111,6835,5222,4667,4233,4099,4021,3776,3676,3590,3675,3705,3977,5921,6647,7558,8198,9047,9943,11023,12000,12905,13919,3548,2290,1181,0,1594,2769,4057,5642,6325,7132,8310,9383,10222,11269,12419,13342,14366,15298,16494,7449,6687,5594,3905,3282,2877,2865,3296,4041,3630,2363,1142,1085,2314,4022,4898,6108,6583,7267,7571,6692,5550,4423,3396,2952,2181,2583,6402,5464,5376,6153,6731,7400,8416,9930,10607,11534,13063,2787,4166,5288,6209,7081,8313,9352,10521,11141,12013,13387,13260,13756,14737,15768,9036,8381,7684,7235,6879,7670,8153,10187,11412,12996,14282,16623,18163,19328,20954,22856,13789,13200,12515,11979,10771,9988,9603,8840,8175,7393,6554,5628,5150,3284,2927,2889,24197,22863,22087,21172,20123,19672,18147,17426,16940,16070,15017,12474,12035,11119,11322,11406,
8670,7974,7002,6330,5538,4715,4051,3683,3807,3417,3274,3114,3166,3487,4089,4743,5221,6215,7510,8715,7633,6290,4671,4025,3386,3074,2781,2350,2117,1999,2142,2274,2636,4474,5177,6068,6697,7536,8423,9496,10468,11366,12383,5090,3822,2732,1594,0,1180,2469,4055,4734,5541,6722,7797,8634,9677,10825,11748,12772,13705,14905,6152,5412,4427,3149,2959,3099,3474,4278,5265,5041,3809,2665,1622,2529,4012,4973,6058,6247,6721,8128,7113,6016,5102,4304,4087,3770,3948,6736,5559,5170,5212,5550,6106,6989,8383,9049,9966,11482,1355,2636,3744,4661,5715,7079,8086,9244,9860,10694,12063,12046,12596,13637,14726,8300,7543,6678,6075,5332,6092,6619,9554,10805,12415,13719,16073,17610,18797,20498,22410,15031,14410,13685,13111,11791,10902,10452,9497,8632,7768,6728,5392,4642,2432,1778,1378,23199,21846,21027,20064,18958,18481,16934,16156,15618,14711,13645,11044,10472,9536,9728,9818,
8335,7503,6526,5842,5048,4211,3576,3046,2994,2436,2197,1972,1985,2335,3021,3747,4280,5243,6496,7762,7634,6279,4740,4068,3309,2850,2330,1664,1134,821,1032,1327,1779,3400,4074,4943,5561,6390,7271,8338,9306,10200,11218,6214,4950,3881,2769,1180,0,1288,2874,3556,4363,5542,6617,7454,8500,9652,10577,11605,12530,13726,5191,4486,3639,2888,3104,3601,4159,5112,6201,6185,4971,3844,2578,3120,4253,5202,6137,6102,6391,8831,7755,6715,5945,5279,5155,4949,4990,7335,6049,5473,4894,4965,5375,6084,7308,7955,8854,10348,694,1511,2587,3498,4700,6161,7129,8270,8877,9679,11039,11104,11692,12774,13901,7775,6949,5964,5238,4169,4969,5570,9088,10344,11956,13263,15611,17139,18337,20087,22001,15897,15255,14504,13904,12512,11556,11064,9989,8999,8096,6944,5364,4445,2213,1408,786,22384,21021,20173,19177,18032,17538,15979,15161,14588,13655,12584,9948,9296,8356,8560,8670,
8208,7235,6282,5610,4855,4058,3523,2846,2529,1743,1309,903,697,1117,1962,2782,3380,4261,5429,6763,7785,6461,5082,4432,3631,3087,2416,1664,941,470,678,1157,1547,2391,2974,3782,4373,5179,6043,7098,8058,8944,9963,7474,6215,5158,4057,2469,1288,0,1585,2268,3075,4253,5328,6165,7212,8367,9295,10326,11243,12437,4315,3696,3136,3183,3757,4490,5151,6183,7331,7436,6239,5129,3787,4102,4890,5775,6527,6257,6327,9663,8545,7576,6945,6397,6347,6238,6202,8092,6736,6006,4803,4540,4734,5177,6149,6769,7642,9106,1505,666,1401,2269,3748,5325,6216,7316,7907,8656,9996,10174,10809,11939,13109,7433,6543,5428,4555,2931,3760,4467,8792,10033,11629,12927,15252,16760,17966,19765,21674,16922,16261,15488,14867,13415,12402,11875,10697,9601,8676,7443,5679,4636,2686,2010,1520,21579,20205,19323,18288,17096,16582,15011,14144,13524,12560,11482,8804,8022,7068,7281,7414,
8281,7167,6292,5678,5031,4368,4022,3309,2749,1969,1525,1234,888,825,1433,2179,2786,3394,4326,5735,8291,7053,5912,5329,4562,4011,3333,2734,2242,2055,2055,2297,2420,1708,1922,2493,2995,3736,4560,5587,6529,7402,8421,9027,7774,6732,5642,4055,2874,1585,0,697,1499,2668,3742,4580,5632,6793,7727,8764,9666,10852,3552,3156,3149,4077,4890,5769,6494,7575,8764,8998,7814,6715,5316,5467,5938,6721,7257,6746,6556,10841,9696,8807,8309,7863,7869,7823,7717,9219,7826,6975,5196,4541,4405,4378,4845,5401,6215,7616,2992,1636,794,954,2907,4549,5270,6269,6820,7474,8769,9112,9808,10992,12211,7261,6327,5103,4085,1501,2421,3336,8633,9822,11367,12635,14904,16374,17581,19433,21326,18202,17523,16728,16086,14575,13507,12947,11669,10475,9545,8255,6370,5270,3797,3316,3004,20616,19233,18309,17228,15978,15437,13857,12925,12244,11240,10158,7433,6453,5482,5723,5902,
8572,7416,6585,6005,5412,4813,4534,3835,3236,2524,2133,1904,1573,1344,1534,2068,2608,3027,3805,5228,8434,7248,6228,5684,4948,4412,3759,3242,2841,2735,2752,2981,3068,1969,1914,2224,2613,3266,4037,5026,5947,6802,7819,9723,8469,7423,6325,4734,3556,2268,697,0,807,1991,3070,3903,4944,6101,7032,8068,8976,10170,3576,3322,3544,4686,5538,6440,7174,8260,9454,9641,8471,7387,6013,6152,6561,7314,7786,7204,6927,11269,10117,9270,8838,8446,8485,8504,8414,9631,8230,7334,5345,4542,4261,4008,4225,4751,5543,6925,3689,2327,1366,967,2928,4523,5127,6047,6566,7153,8410,8852,9578,10785,12024,7465,6527,5283,4235,1193,1827,2828,8826,9983,11495,12743,14978,16426,17630,19502,21384,18858,18175,17374,16728,15203,14122,13553,12249,11030,10101,8802,6896,5793,4453,4002,3631,20374,18989,18044,16938,15658,15103,13521,12553,11835,10807,9726,6982,5822,4815,5026,5208,
8837,7640,6870,6335,5812,5292,5091,4418,3794,3166,2835,2665,2380,2119,2077,2354,2767,2909,3413,4826,8799,7676,6777,6271,5569,5050,4425,3970,3622,3542,3548,3748,3793,2386,2070,2021,2219,2717,3400,4334,5225,6060,7073,10526,9273,8230,7132,5541,4363,3075,1499,807,0,1191,2270,3099,4136,5294,6228,7266,8169,9364,3629,3544,3999,5351,6248,7179,7925,9021,10224,10433,9271,8193,6812,6914,7233,7945,8335,7673,7298,11896,10739,9931,9553,9201,9262,9312,9207,10247,8844,7914,5748,4811,4376,3841,3639,4099,4834,6165,4487,3108,2076,1383,3015,4484,4933,5742,6217,6720,7922,8475,9232,10460,11717,7637,6705,5459,4403,1160,1409,2498,8974,10086,11551,12771,14959,16377,17576,19467,21334,19563,18874,18066,17412,15868,14768,14188,12851,11601,10677,9369,7447,6349,5176,4770,4421,19987,18600,17633,16503,15191,14623,13042,12037,11280,10229,9153,6400,5053,4017,4227,4439,
9152,7915,7248,6790,6376,5977,5885,5264,4627,4123,3868,3770,3556,3309,3172,3253,3513,3319,3345,4646,9596,8553,7786,7320,6652,6151,5551,5137,4812,4722,4692,4846,4833,3152,2602,2090,1913,2020,2472,3278,4114,4917,5923,11674,10428,9396,8310,6722,5542,4253,2668,1991,1191,0,1079,1912,2971,4146,5089,6138,7007,8184,3823,3974,4697,6287,7237,8208,8972,10082,11299,11624,10461,9378,7954,7983,8159,8804,9070,8300,7790,12960,11802,11032,10700,10377,10449,10491,10333,11304,9904,8945,6625,5567,4972,4098,3167,3442,4010,5180,5630,4233,3145,2303,3315,4483,4675,5279,5670,6031,7133,7845,8639,9885,11159,7838,6935,5723,4703,1773,1714,2654,9117,10148,11530,12698,14803,16172,17358,19270,21110,20507,19808,18988,18323,16748,15620,15024,13639,12346,11434,10121,8193,7118,6195,5861,5612,19283,17898,16902,15740,14389,13803,12230,11176,10368,9291,8227,5487,3881,2826,3126,3450,
9582,8331,7757,7368,7045,6740,6724,6145,5512,5088,4877,4814,4631,4388,4204,4184,4348,3953,3612,4715,10366,9392,8728,8293,7652,7166,6585,6199,5890,5798,5751,5880,5836,4043,3403,2680,2252,1907,1929,2452,3173,3917,4907,12728,11487,10462,9383,7797,6617,5328,3742,3070,2270,1079,0,840,1931,3122,4072,5128,5957,7114,4310,4621,5496,7214,8193,9186,9960,11077,12302,12704,11541,10456,9007,8989,9066,9659,9833,8987,8381,13932,12774,12035,11740,11442,11524,11565,11373,12273,10878,9899,7480,6350,5658,4570,3066,3105,3427,4356,6687,5284,4179,3300,3915,4774,4723,5096,5385,5581,6548,7420,8239,9490,10768,8192,7332,6179,5224,2699,2486,3177,9402,10350,11644,12755,14771,16087,17256,19181,20991,21400,20693,19864,19191,17594,16447,15838,14420,13098,12199,10889,8971,7923,7176,6887,6691,18710,17330,16309,15119,13733,13131,11572,10473,9615,8515,7473,4788,2840,1746,2193,2677,
10108,8856,8344,7998,7726,7470,7490,6932,6302,5909,5710,5653,5468,5211,4977,4884,4979,4458,3882,4789,10896,9982,9406,9000,8385,7913,7352,6996,6711,6634,6592,6718,6666,4844,4179,3394,2886,2338,2011,2128,2635,3267,4218,13568,12327,11302,10222,8634,7454,6165,4580,3903,3099,1912,840,0,1110,2302,3254,4311,5119,6274,4928,5315,6251,8017,9006,10006,10784,11902,13130,13526,12370,11291,9847,9819,9858,10426,10552,9669,9010,14626,13470,12763,12507,12237,12335,12403,12211,12968,11579,10584,8092,6917,6161,4945,3099,2938,3016,3693,7527,6124,5018,4134,4599,5271,5066,5258,5458,5507,6330,7335,8166,9407,10680,8679,7854,6749,5844,3521,3135,3643,9836,10720,11944,13009,14950,16222,17374,19305,21087,22175,21465,20632,19955,18347,17190,16576,15140,13805,12914,11609,9701,8669,7998,7723,7515,18436,17063,16022,14810,13395,12779,11242,10105,9202,8085,7076,4495,2139,937,1488,2123,
